budget,genres,id,keywords,popularity,production_companies,production_countries,release_date,revenue,runtime,title,vote_average,vote_count
31500000,"[{""id"": 28, ""name"": ""Action""}]",302156,"[{""id"": 591, ""name"": ""cia""}, {""id"": 10937, ""name"": ""memory""}, {""id"": 15234, ""name"": ""convict""}, {""id"": 46955, ""name"": ""implant""}]",27.891012,"[{""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""BenderSpink"", ""id"": 6363}, {""name"": ""Millennium Films"", ""id"": 10254}, {""name"": ""Fipex Holding"", ""id"": 40822}, {""name"": ""Campbell Grobman Films"", ""id"": 48738}, {""name"": ""Criminal Productions"", ""id"": 91929}]",gb,4/14/16,14708696,113,Criminal,5.7,557
58000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",293660,"[{""id"": 2095, ""name"": ""anti hero""}, {""id"": 3070, ""name"": ""mercenary""}, {""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 11687, ""name"": ""breaking the fourth wall""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 223060, ""name"": ""self healing""}]",514.569956,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Marvel Entertainment"", ""id"": 7505}, {""name"": ""The Donners' Company"", ""id"": 11307}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""Kinberg Genre"", ""id"": 78091}]",us,2/9/16,783112979,108,Deadpool,7.4,10995
11500000,"[{""id"": 35, ""name"": ""Comedy""}]",291870,"[{""id"": 1158, ""name"": ""grandfather grandson relationship""}, {""id"": 4412, ""name"": ""grandfather""}, {""id"": 7312, ""name"": ""road trip""}, {""id"": 13027, ""name"": ""wedding""}, {""id"": 18115, ""name"": ""retired""}, {""id"": 33656, ""name"": ""pervert""}, {""id"": 156883, ""name"": ""army general""}, {""id"": 170827, ""name"": ""sex comedy""}]",56.805781,"[{""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Josephson Entertainment"", ""id"": 1894}, {""name"": ""QED International"", ""id"": 11029}, {""name"": ""Ninjas Runnin' Wild Productions"", ""id"": 28200}, {""name"": ""Covert Media"", ""id"": 73666}, {""name"": ""BillBlock Media"", ""id"": 90185}]",us,1/21/16,94073028,102,Dirty Grandpa,5.7,1406
23000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",319888,"[{""id"": 240, ""name"": ""underdog""}, {""id"": 2070, ""name"": ""olympic games""}, {""id"": 3476, ""name"": ""ski jump""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 14905, ""name"": ""britain""}, {""id"": 159558, ""name"": ""skiing""}, {""id"": 234095, ""name"": ""feel good""}]",29.365851,"[{""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Marv Films"", ""id"": 5374}, {""name"": ""Saville Productions"", ""id"": 73620}]",de,2/26/16,46152800,106,Eddie the Eagle,7.2,661
20000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",351819,"[{""id"": 572, ""name"": ""sex""}, {""id"": 9215, ""name"": ""black""}, {""id"": 9755, ""name"": ""parody""}, {""id"": 11931, ""name"": ""spoof""}, {""id"": 33626, ""name"": ""millionaire""}]",14.947588,"[{""name"": ""Open Road Films (II)"", ""id"": 16313}]",us,1/28/16,21164799,92,Fifty Shades of Black,4.3,331
29000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",315664,"[{""id"": 2199, ""name"": ""opera""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 235768, ""name"": ""singing false""}]",19.237254,"[{""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Qwerty Films"", ""id"": 892}, {""name"": ""Path\u00e9"", ""id"": 7981}]",gb,5/6/16,48902953,110,Florence Foster Jenkins,6.6,392
50000000,"[{""id"": 10752, ""name"": ""War""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}]",316152,"[{""id"": 2831, ""name"": ""slavery""}, {""id"": 179585, ""name"": ""american civil war""}]",21.589393,"[{""name"": ""Larger Than Life Productions"", ""id"": 1163}, {""name"": ""Vendian Entertainment"", ""id"": 50481}, {""name"": ""Route One Films"", ""id"": 50482}]",us,6/24/16,25035950,139,Free State of Jones,6.6,428
144000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 35, ""name"": ""Comedy""}]",43074,"[{""id"": 5248, ""name"": ""female friendship""}, {""id"": 15040, ""name"": ""ghost hunting""}, {""id"": 161184, ""name"": ""reboot""}, {""id"": 162846, ""name"": ""ghost""}]",66.21806,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Montecito Picture Company, The"", ""id"": 4607}, {""name"": ""LStar Capital"", ""id"": 34034}, {""name"": ""Feigco Entertainment"", ""id"": 61791}, {""name"": ""Pascal Pictures"", ""id"": 84041}, {""name"": ""Ghostcorps"", ""id"": 84042}]",us,7/14/16,229147509,116,Ghostbusters,5.3,2142
5000000,"[{""id"": 18, ""name"": ""Drama""}]",347126,"[{""id"": 5950, ""name"": ""christian""}]",6.96858,"[{""name"": ""Pure Flix Productions"", ""id"": 79986}]",us,4/1/16,23507567,121,God's Not Dead 2,5.7,72
140000000,"[{""id"": 14, ""name"": ""Fantasy""}]",205584,"[{""id"": 1160, ""name"": ""egypt""}, {""id"": 1449, ""name"": ""underworld""}, {""id"": 1721, ""name"": ""fight""}, {""id"": 2035, ""name"": ""mythology""}, {""id"": 2906, ""name"": ""nile""}, {""id"": 6091, ""name"": ""war""}, {""id"": 9727, ""name"": ""thief""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 18034, ""name"": ""desert""}, {""id"": 161172, ""name"": ""gods""}, {""id"": 163338, ""name"": ""egyptian mythology""}, {""id"": 185638, ""name"": ""egyptian""}, {""id"": 227686, ""name"": ""myth""}]",56.257249,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Mystery Clock Cinema"", ""id"": 908}, {""name"": ""Thunder Road Pictures"", ""id"": 3528}, {""name"": ""TIK Films"", ""id"": 72441}, {""name"": ""Pyramania"", ""id"": 88715}]",au,2/25/16,150680864,127,Gods of Egypt,5.3,1277
5000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",313922,"[{""id"": 379, ""name"": ""skinhead""}, {""id"": 2671, ""name"": ""heroin""}, {""id"": 6027, ""name"": ""music""}, {""id"": 9665, ""name"": ""cover-up""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10292, ""name"": ""gore""}, {""id"": 10798, ""name"": ""duct tape""}, {""id"": 11105, ""name"": ""swastika""}, {""id"": 12341, ""name"": ""pitbull""}, {""id"": 15155, ""name"": ""witness to murder""}, {""id"": 157470, ""name"": ""meat cleaver""}, {""id"": 157532, ""name"": ""bitten in the neck""}, {""id"": 159949, ""name"": ""neo nazi""}, {""id"": 173919, ""name"": ""punk band""}, {""id"": 180179, ""name"": ""fire extinguisher""}, {""id"": 210012, ""name"": ""mumblegore""}, {""id"": 212424, ""name"": ""killer dog""}, {""id"": 221615, ""name"": ""mauling""}, {""id"": 226907, ""name"": ""box cutter""}, {""id"": 226930, ""name"": ""feedback""}, {""id"": 226931, ""name"": ""mic stand""}]",30.001024,"[{""name"": ""Film Science"", ""id"": 1976}, {""name"": ""Broad Green Pictures"", ""id"": 49389}]",us,4/15/16,3220371,95,Green Room,6.7,683
22000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",270487,"[{""id"": 736, ""name"": ""journalist""}, {""id"": 977, ""name"": ""cat""}, {""id"": 1336, ""name"": ""ransom""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 5049, ""name"": ""ancient rome""}, {""id"": 9732, ""name"": ""movie in movie""}, {""id"": 12396, ""name"": ""hollywood""}, {""id"": 15060, ""name"": ""period drama""}]",39.006187,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Mike Zoss Productions"", ""id"": 2092}, {""name"": ""Working Title Films"", ""id"": 10163}]",us,2/5/16,63647656,106,"Hail, Caesar!",5.7,1309
38000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",259694,"[{""id"": 242, ""name"": ""new york""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 2864, ""name"": ""one-night stand""}, {""id"": 9457, ""name"": ""single""}]",46.078371,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Flower Films"", ""id"": 2214}, {""name"": ""Metro-Goldwyn-Mayer Pictures"", ""id"": 6127}]",us,1/21/16,112343513,110,How to Be Single,5.9,1201
165000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",47933,"[{""id"": 12026, ""name"": ""alternate history""}, {""id"": 14909, ""name"": ""alien invasion""}]",48.775723,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Centropolis Entertainment"", ""id"": 347}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""Stereo D"", ""id"": 86561}]",us,6/22/16,389681935,120,Independence Day: Resurgence,4.9,2491
120000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",324668,"[{""id"": 782, ""name"": ""assassin""}, {""id"": 1453, ""name"": ""amnesia""}, {""id"": 187844, ""name"": ""flashback""}]",62.641286,"[{""name"": ""The Kennedy/Marshall Company"", ""id"": 862}, {""name"": ""Captivate Entertainment"", ""id"": 25716}, {""name"": ""Pearl Street Films"", ""id"": 29313}, {""name"": ""Double Negative"", ""id"": 31922}, {""name"": ""Perfect World (Beijing) Pictures Co."", ""id"": 83871}]",gb,7/27/16,415484914,123,Jason Bourne,5.9,2341
15000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",342521,"[{""id"": 2708, ""name"": ""hitman""}, {""id"": 3688, ""name"": ""strip club""}, {""id"": 12532, ""name"": ""african american""}, {""id"": 13142, ""name"": ""gangster""}, {""id"": 15483, ""name"": ""car chase""}, {""id"": 156143, ""name"": ""kitten""}, {""id"": 167541, ""name"": ""buddy comedy""}, {""id"": 208009, ""name"": ""gun fight""}, {""id"": 227198, ""name"": ""stolen pet""}, {""id"": 227201, ""name"": ""designer drug""}]",18.268009,"[{""name"": ""New Line Cinema"", ""id"": 12}]",us,4/21/16,20566327,94,Keanu,6,421
145000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",140300,"[{""id"": 478, ""name"": ""china""}, {""id"": 779, ""name"": ""martial arts""}, {""id"": 780, ""name"": ""kung fu""}, {""id"": 5331, ""name"": ""village""}, {""id"": 8531, ""name"": ""panda""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 11477, ""name"": ""talking animal""}, {""id"": 11500, ""name"": ""anthropomorphism""}, {""id"": 12554, ""name"": ""dragon""}, {""id"": 15036, ""name"": ""ancient china""}, {""id"": 184656, ""name"": ""wuxia""}, {""id"": 187056, ""name"": ""woman director""}]",56.747978,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""DreamWorks Animation"", ""id"": 521}, {""name"": ""China Film Co."", ""id"": 40890}, {""name"": ""Oriental DreamWorks"", ""id"": 76266}]",cn,1/23/16,521170825,95,Kung Fu Panda 3,6.7,1603
4900000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",345911,"[{""id"": 236, ""name"": ""suicide""}, {""id"": 3762, ""name"": ""darkness""}, {""id"": 9866, ""name"": ""basement""}, {""id"": 156866, ""name"": ""based on short story""}, {""id"": 161812, ""name"": ""fear of the dark""}, {""id"": 162846, ""name"": ""ghost""}]",48.170508,"[{""name"": ""New Line Productions"", ""id"": 8781}, {""name"": ""Matter Productions"", ""id"": 13554}, {""name"": ""Atomic Monster"", ""id"": 76907}]",us,7/21/16,44107032,81,Lights Out,6.3,1129
60000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",267860,"[{""id"": 212, ""name"": ""london england""}, {""id"": 949, ""name"": ""terrorist""}, {""id"": 158774, ""name"": ""terrorist attack""}]",61.849521,"[{""name"": ""Millennium Films"", ""id"": 10254}, {""name"": ""LHF Film"", ""id"": 73045}, {""name"": ""Gerard Butler Alan Siegel Entertainment"", ""id"": 73046}, {""name"": ""Nu Boyana Film Studios"", ""id"": 74795}]",bg,3/2/16,205754447,99,London Has Fallen,5.8,1621
20000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",296096,"[{""id"": 392, ""name"": ""england""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 894, ""name"": ""depression""}, {""id"": 1415, ""name"": ""small town""}, {""id"": 2564, ""name"": ""wheelchair""}, {""id"": 10241, ""name"": ""caretaker""}, {""id"": 155209, ""name"": ""caregiver""}, {""id"": 158558, ""name"": ""disabled""}, {""id"": 169152, ""name"": ""twenty something""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 191100, ""name"": ""romantic drama""}, {""id"": 207443, ""name"": ""dead end job""}, {""id"": 207819, ""name"": ""accident""}]",53.161905,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Sunswept Entertainment"", ""id"": 5219}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",us,6/2/16,207945075,110,Me Before You,7.6,2562
18000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}]",245703,"[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 720, ""name"": ""helicopter""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 2669, ""name"": ""motel""}, {""id"": 3713, ""name"": ""chase""}, {""id"": 170865, ""name"": ""child kidnapping""}, {""id"": 173177, ""name"": ""religious sect""}, {""id"": 226471, ""name"": ""goggles""}]",32.717853,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Faliro House Productions"", ""id"": 19246}, {""name"": ""Tri-State Pictures"", ""id"": 50914}]",us,2/18/16,6212282,112,Midnight Special,6.2,694
16000000,"[{""id"": 18, ""name"": ""Drama""}]",339984,"[{""id"": 2618, ""name"": ""miracle""}, {""id"": 5950, ""name"": ""christian""}, {""id"": 180443, ""name"": ""cure""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 207819, ""name"": ""accident""}]",10.248439,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Sony Pictures Entertainment"", ""id"": 5752}]",us,3/17/16,77000000,117,Miracles from Heaven,6.7,186
27000000,"[{""id"": 53, ""name"": ""Thriller""}]",303858,"[{""id"": 258, ""name"": ""bomb""}, {""id"": 1589, ""name"": ""sniper""}, {""id"": 2571, ""name"": ""tv show""}, {""id"": 3051, ""name"": ""hostage drama""}, {""id"": 6149, ""name"": ""police""}, {""id"": 7188, ""name"": ""hostage-taking""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 177493, ""name"": ""stock market""}, {""id"": 181320, ""name"": ""stock fraud""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 214499, ""name"": ""tv studio""}]",38.279458,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Sony Pictures Releasing"", ""id"": 3045}, {""name"": ""Smokehouse Pictures"", ""id"": 22695}, {""name"": ""LStar Capital"", ""id"": 34034}, {""name"": ""Allegiance Theater"", ""id"": 54454}]",us,5/12/16,93282604,98,Money Monster,6.5,1068
18000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",302688,"[{""id"": 10267, ""name"": ""comedy""}, {""id"": 13027, ""name"": ""wedding""}]",16.027955,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Playtone"", ""id"": 4171}, {""name"": ""HBO Films"", ""id"": 7429}, {""name"": ""Gold Circle Films"", ""id"": 12026}]",ca,3/23/16,88923251,94,My Big Fat Greek Wedding 2,5.5,322
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",325133,"[{""id"": 567, ""name"": ""alcohol""}, {""id"": 3616, ""name"": ""college""}, {""id"": 8508, ""name"": ""party""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 10058, ""name"": ""sorority""}, {""id"": 10226, ""name"": ""neighbor""}, {""id"": 18035, ""name"": ""family""}, {""id"": 157632, ""name"": ""fraternity""}, {""id"": 193674, ""name"": ""bathroom humor""}]",50.179171,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Perfect World Pictures"", ""id"": 10338}, {""name"": ""Point Grey Pictures"", ""id"": 16615}, {""name"": ""Good Universe"", ""id"": 17393}]",us,5/4/16,108758521,91,Neighbors 2: Sorority Rising,5.6,1462
20000000,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 80, ""name"": ""Crime""}]",328387,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1576, ""name"": ""technology""}, {""id"": 11615, ""name"": ""internet""}, {""id"": 12361, ""name"": ""hacking""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 18249, ""name"": ""game""}, {""id"": 186846, ""name"": ""adaptation""}, {""id"": 201871, ""name"": ""dare""}, {""id"": 212562, ""name"": ""cellphone video""}, {""id"": 223438, ""name"": ""based on young adult novel""}, {""id"": 229980, ""name"": ""smartphone""}, {""id"": 235098, ""name"": ""taking a risk""}]",62.933899,"[{""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Allison Shearmur Productions"", ""id"": 47706}, {""name"": ""Keep Your Head"", ""id"": 79963}]",us,7/27/16,83707310,96,Nerve,7.1,2181
90000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",291805,"[{""id"": 212, ""name"": ""london england""}, {""id"": 478, ""name"": ""china""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 2908, ""name"": ""secret society""}, {""id"": 7002, ""name"": ""vigilante""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 10051, ""name"": ""heist""}, {""id"": 10562, ""name"": ""on the run""}, {""id"": 228519, ""name"": ""macau china""}, {""id"": 236458, ""name"": ""magician""}]",51.535701,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""K/O Paper Products"", ""id"": 7296}, {""name"": ""TIK Films"", ""id"": 72441}]",ca,6/2/16,334901337,129,Now You See Me 2,6.7,3235
